time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P(Pa)
2022-10-03 7:2:43.5940,0.013,-0.069,-1.008,-0.21,-0.3,0.1,0.06,-0.04,0.03,101823.151
2022-10-03 7:2:43.6050,0.008,-0.064,-1.01,-0.21,-0.3,0.1,0.06,-0.04,0.03,101823.151
2022-10-03 7:2:43.6140,0.006,-0.058,-1.012,-0.18,-0.32,0.13,0.07,-0.03,0.03,101823.151
2022-10-03 7:2:43.6250,0.004,-0.054,-1.012,-0.15,-0.39,0.16,0.07,-0.02,0.03,101823.151
2022-10-03 7:2:43.6340,0.003,-0.054,-1.009,-0.12,-0.45,0.17,0.08,-0.01,0.03,101823.151
2022-10-03 7:2:43.6440,-0.0,-0.055,-1.006,-0.1,-0.46,0.12,0.08,-0.01,0.03,101823.151
2022-10-03 7:2:43.6540,-0.006,-0.055,-1.0,-0.06,-0.47,0.08,0.08,-0.0,0.02,101823.151
2022-10-03 7:2:43.6640,-0.017,-0.054,-0.999,-0.06,-0.47,0.08,0.08,0.01,0.02,101823.151
2022-10-03 7:2:43.6740,-0.033,-0.052,-0.996,0.21,-0.51,0.02,0.08,0.02,0.02,101823.151
2022-10-03 7:2:43.6840,-0.034,-0.048,-1.003,0.21,-0.51,0.02,0.08,0.03,0.02,101823.151
2022-10-03 7:2:43.6940,-0.028,-0.045,-1.004,0.23,-0.6,0.09,0.09,0.04,0.02,101823.151
2022-10-03 7:2:43.7040,-0.018,-0.049,-1.0,0.23,-0.6,0.09,0.09,0.05,0.02,101823.151
2022-10-03 7:2:43.7140,-0.018,-0.053,-0.995,0.15,-0.59,0.07,0.09,0.06,0.02,101823.151
2022-10-03 7:2:43.7240,-0.022,-0.058,-0.981,0.17,-0.52,-0.07,0.08,0.07,0.02,101823.151
2022-10-03 7:2:43.7340,-0.013,-0.06,-0.976,0.17,-0.52,-0.07,0.08,0.08,0.02,101823.151
2022-10-03 7:2:43.7440,-0.003,-0.067,-0.977,0.13,-0.5,-0.17,0.08,0.08,0.02,101823.151
2022-10-03 7:2:43.7540,-0.001,-0.068,-0.986,-0.02,-0.42,-0.12,0.08,0.09,0.02,101823.151
2022-10-03 7:2:43.7640,0.004,-0.066,-0.989,-0.02,-0.42,-0.12,0.08,0.09,0.02,101823.151
2022-10-03 7:2:43.7730,0.011,-0.073,-0.987,-0.1,-0.43,-0.06,0.08,0.09,0.02,101823.151
2022-10-03 7:2:43.7830,0.025,-0.081,-0.987,-0.1,-0.43,-0.06,0.08,0.09,0.02,101823.151
2022-10-03 7:2:43.7930,0.038,-0.076,-0.991,-0.19,-0.34,-0.07,0.08,0.1,0.02,101823.151
2022-10-03 7:2:43.8030,0.039,-0.071,-0.989,-0.33,-0.34,-0.06,0.08,0.1,0.02,101823.151
2022-10-03 7:2:43.8130,0.031,-0.079,-0.983,-0.33,-0.4,-0.1,0.07,0.11,0.02,101823.151
2022-10-03 7:2:43.8230,0.016,-0.083,-0.978,-0.18,-0.33,-0.13,0.07,0.11,0.02,101823.151
2022-10-03 7:2:43.8330,0.005,-0.081,-0.982,-0.18,-0.33,-0.13,0.07,0.12,0.02,101823.151
2022-10-03 7:2:43.8430,0.003,-0.074,-0.976,0.04,-0.42,-0.16,0.06,0.1,0.02,101823.151
2022-10-03 7:2:43.8530,-0.009,-0.077,-0.985,0.07,-0.41,-0.05,0.07,0.13,0.02,101823.151
2022-10-03 7:2:43.8630,-0.021,-0.088,-0.971,0.27,-0.36,-0.24,0.07,0.11,0.02,101823.151
2022-10-03 7:2:43.8730,-0.031,-0.101,-0.975,0.27,-0.36,-0.24,0.06,0.14,0.03,101823.151
2022-10-03 7:2:43.8830,-0.026,-0.112,-0.966,0.35,-0.23,-0.14,0.06,0.13,0.03,101823.151
2022-10-03 7:2:43.8920,-0.03,-0.105,-0.957,0.41,-0.13,-0.3,0.07,0.14,0.03,101823.151
2022-10-03 7:2:43.9030,-0.023,-0.124,-0.951,0.39,-0.04,-0.3,0.06,0.12,0.03,101823.151
2022-10-03 7:2:43.9130,-0.014,-0.124,-0.943,0.39,-0.04,-0.3,0.08,0.11,0.03,101823.151
2022-10-03 7:2:43.9230,-0.013,-0.117,-0.954,0.27,-0.06,-0.46,0.07,0.12,0.02,101823.151
2022-10-03 7:2:43.9320,-0.021,-0.118,-0.985,0.27,-0.06,-0.46,0.05,0.12,0.03,101823.151
2022-10-03 7:2:43.9420,-0.028,-0.114,-1.008,0.34,-0.06,-0.16,0.05,0.15,0.03,101823.151
2022-10-03 7:2:43.9520,-0.005,-0.131,-0.98,0.37,-0.01,-0.04,0.04,0.14,0.03,101823.151
2022-10-03 7:2:43.9620,0.031,-0.135,-1.014,0.01,0.12,0.11,0.04,0.15,0.04,101823.151
2022-10-03 7:2:43.9720,0.057,-0.136,-1.031,0.01,0.12,0.11,0.05,0.17,0.04,101823.151
2022-10-03 7:2:43.9820,0.075,-0.101,-1.014,-0.4,-0.07,0.54,0.08,0.15,0.03,101823.151
2022-10-03 7:2:43.9930,0.173,-0.151,-1.055,-1.096297824829817,-0.23,-0.27,0.08,0.05,0.03,101823.151
2022-10-03 7:2:44.0020,0.029,-0.057,-0.821,-1.1,-0.23,-0.27,-0.13,0.18,0.02,101823.151
2022-10-03 7:2:44.0120,0.11,-0.253,-1.045,-0.77,-0.2,0.72,0.06,0.07,0.03,101823.151
2022-10-03 7:2:44.0220,0.014,-0.059,-0.739,-0.57,0.34,1.41,-0.06,0.08,0.02,101823.151
2022-10-03 7:2:44.0320,0.05,-0.21,-1.1,0.22,-0.09,-2.76,0.04,0.12,0.02,101823.151
2022-10-03 7:2:44.0420,0.018,-0.098,-0.817,-0.19,0.52,1.51,-0.04,-0.07,0.02,101823.151
2022-10-03 7:2:44.0510,0.1,-0.053,-1.09,-0.43,-0.86,-1.4,0.04,0.11,0.02,101823.151
2022-10-03 7:2:44.0620,-0.014,-0.126,-0.95,-0.04,-0.37,0.88,0.03,0.01,0.02,101823.151
2022-10-03 7:2:44.0710,0.019,-0.121,-0.939,-0.04,-0.37,0.88,-0.05,-0.01,0.03,101823.151
2022-10-03 7:2:44.0810,0.025,-0.09,-1.078,0.35,0.13,-0.52,0.0,0.1,0.04,101823.151
2022-10-03 7:2:44.0910,0.015,-0.179,-0.909,-0.1,-0.51,0.14,-0.02,0.05,0.05,101823.151
2022-10-03 7:2:44.1010,0.122,-0.123,-1.095,-0.72,0.23,0.03,0.03,0.01,0.05,101823.151
2022-10-03 7:2:44.1110,0.073,-0.13,-0.811,-0.72,0.23,0.03,0.05,-0.07,0.08,101823.151
2022-10-03 7:2:44.1210,0.179,-0.087,-1.181,-1.59,-0.33,1.35,-0.03,0.06,0.02,101823.151
2022-10-03 7:2:44.1310,0.087,-0.171,-0.644,-0.56,-0.27,-3.26,0.06,0.05,0.02,101823.151
2022-10-03 7:2:44.1410,0.125,-0.201,-1.066,-0.96,0.93,0.18,0.01,-0.19,0.05,101823.112
2022-10-03 7:2:44.1510,-0.011,-0.213,-0.884,-0.96,0.93,0.18,-0.11,0.06,0.03,101823.112
2022-10-03 7:2:44.1610,0.019,-0.193,-0.768,-0.09,0.67,0.18,0.02,-0.24,0.03,101823.112
2022-10-03 7:2:44.1710,-0.061,-0.084,-1.238,0.42,0.68,-3.4,0.01,-0.02,0.03,101823.112
2022-10-03 7:2:44.1810,-0.102,-0.143,-0.689,0.06,-0.19,2.66,0.08,-0.02,0.01,101823.112
2022-10-03 7:2:44.1910,0.031,-0.042,-1.242,-0.03,-0.81,1.53,-0.05,-0.13,0.02,101823.112
2022-10-03 7:2:44.2010,-0.094,-0.172,-0.895,-0.03,-0.81,1.53,-0.05,0.13,0.01,101823.112
2022-10-03 7:2:44.2110,-0.005,-0.084,-1.009,0.92,-0.03,0.1,0.01,-0.13,0.02,101823.112
2022-10-03 7:2:44.2200,-0.029,-0.062,-1.121,0.28,-1.02,1.83,-0.01,0.17,0.02,101823.112
2022-10-03 7:2:44.2310,0.02,-0.149,-0.863,0.49,-0.13,-1.35,0.02,-0.03,0.03,101823.112
2022-10-03 7:2:44.2400,0.027,-0.085,-1.027,-0.21,-0.07,0.42,-0.02,-0.01,0.03,101823.112
2022-10-03 7:2:44.2500,0.005,-0.083,-0.862,-0.21,-0.07,0.42,-0.04,0.11,0.02,101823.112
2022-10-03 7:2:44.2600,0.113,-0.192,-0.862,-0.5,0.32,-1.6,-0.04,-0.17,0.02,101823.112
2022-10-03 7:2:44.2700,0.055,-0.153,-0.933,-0.5,0.32,-1.6,-0.07,0.02,0.02,101823.112
2022-10-03 7:2:44.2800,-0.019,-0.112,-0.887,-0.67,0.55,-0.36,-0.06,-0.07,0.02,101823.112
2022-10-03 7:2:44.2900,-0.053,-0.167,-0.968,0.32,-0.22,-1.26,-0.07,0.03,0.02,101823.112
2022-10-03 7:2:44.3010,0.005,-0.128,-0.945,0.7,0.22,-0.21,-0.06,0.01,0.03,101823.112
2022-10-03 7:2:44.3100,0.022,-0.135,-1.057,0.49,0.1,-0.66,-0.03,-0.02,0.03,101823.112
2022-10-03 7:2:44.3200,-0.008,-0.153,-0.944,0.02,-0.06,0.25,-0.08,0.05,0.02,101823.112
2022-10-03 7:2:44.3300,0.002,-0.157,-1.034,0.37,0.44,-0.24,-0.07,0.0,0.02,101823.112
2022-10-03 7:2:44.3400,0.043,-0.125,-1.056,0.37,0.01,0.95,-0.07,0.02,0.01,101823.112
2022-10-03 7:2:44.3500,0.034,-0.138,-0.966,-0.03,0.01,0.95,-0.06,-0.0,0.01,101823.112
2022-10-03 7:2:44.3600,0.014,-0.114,-0.987,-0.13,0.05,-0.16,-0.06,0.02,0.02,101823.112
2022-10-03 7:2:44.3700,0.005,-0.119,-0.918,0.08,-0.05,-0.07,-0.07,0.03,0.02,101823.112
2022-10-03 7:2:44.3790,0.061,-0.115,-0.963,-0.1,-0.12,-0.55,-0.08,-0.02,0.03,101823.112
2022-10-03 7:2:44.3880,0.066,-0.121,-0.932,-0.41,-0.01,-0.37,-0.07,-0.0,0.03,101823.112
2022-10-03 7:2:44.3980,0.051,-0.113,-0.933,-0.23,-0.1,-0.64,-0.08,-0.01,0.03,101823.112
2022-10-03 7:2:44.4090,0.055,-0.11,-0.969,-0.23,-0.1,-0.64,-0.08,-0.03,0.03,101823.112
2022-10-03 7:2:44.4190,0.033,-0.12,-0.969,-0.26,-0.14,-0.41,-0.09,-0.01,0.03,101823.112
2022-10-03 7:2:44.4290,0.007,-0.111,-0.955,0.12,-0.05,-0.52,-0.09,-0.04,0.02,101823.112
2022-10-03 7:2:44.4390,-0.017,-0.108,-1.047,0.38,-0.14,0.36,-0.09,0.01,0.02,101823.112
2022-10-03 7:2:44.4490,0.008,-0.121,-1.002,0.38,-0.14,0.36,-0.05,-0.01,0.02,101823.112
2022-10-03 7:2:44.4590,0.028,-0.113,-1.033,0.42,0.13,0.25,-0.06,-0.02,0.02,101823.112
2022-10-03 7:2:44.4690,0.007,-0.095,-0.954,-0.05,-0.31,0.18,-0.06,-0.02,0.02,101823.112
2022-10-03 7:2:44.4790,0.029,-0.118,-0.994,0.15,-0.26,-0.08,-0.05,-0.02,0.02,101823.112
2022-10-03 7:2:44.4890,0.015,-0.095,-0.932,0.04,-0.01,-0.34,-0.1,0.02,0.02,101823.112
2022-10-03 7:2:44.4990,0.037,-0.139,-1.019,0.11,0.24,-0.03,-0.08,0.02,0.02,101823.112
2022-10-03 7:2:44.5090,0.079,-0.093,-0.926,0.11,0.24,-0.03,-0.08,0.02,0.02,101823.112
2022-10-03 7:2:44.5190,0.051,-0.09,-1.04,-0.45,-0.17,-0.59,-0.09,0.01,0.01,101823.112
2022-10-03 7:2:44.5290,0.008,-0.093,-0.991,-0.32,-0.09,0.51,-0.07,-0.08,0.02,101823.112
2022-10-03 7:2:44.5390,-0.027,-0.126,-0.941,0.58,0.23,0.05,-0.08,0.01,0.02,101823.112
2022-10-03 7:2:44.5480,-0.009,-0.089,-1.054,0.58,0.23,0.05,-0.07,-0.07,0.02,101823.112
2022-10-03 7:2:44.5590,-0.032,-0.068,-0.987,0.31,-0.17,-0.23,-0.07,-0.03,0.02,101823.112
2022-10-03 7:2:44.5690,-0.059,-0.113,-1.009,0.49,-0.41,0.5,-0.08,-0.03,0.01,101823.112
2022-10-03 7:2:44.5790,-0.052,-0.075,-1.002,0.79,-0.03,0.01,-0.06,-0.04,0.02,101823.112
2022-10-03 7:2:44.5890,-0.06,-0.125,-0.989,0.77,-0.28,-0.02,-0.07,0.04,0.01,101823.112
2022-10-03 7:2:44.5980,0.008,-0.084,-0.988,0.88,0.09,0.33,-0.06,-0.07,0.0,101823.112
2022-10-03 7:2:44.6080,0.02,-0.101,-1.024,0.44,-0.17,-0.48,-0.06,0.01,0.01,101823.112
2022-10-03 7:2:44.6180,0.051,-0.087,-0.979,0.01,-0.05,-0.43,-0.05,-0.04,-0.01,101823.112
2022-10-03 7:2:44.6270,0.072,-0.132,-1.006,0.0,-0.39,-0.43,-0.07,-0.1,0.0,101823.112
2022-10-03 7:2:44.6450,-0.007,-0.048,-1.023,0.16,-0.44,-0.04,-0.03,0.05,-0.0,101823.112
2022-10-03 7:2:44.6450,0.037,-0.118,-0.975,0.16,-0.44,-0.04,-0.06,-0.12,0.0,101823.112
2022-10-03 7:2:44.6570,0.042,-0.127,-1.053,0.05,0.2911674389988184,0.25813001275062564,-0.04,0.01,0.01,101823.112
2022-10-03 7:2:44.6670,0.033,-0.097,-0.923,-0.24,0.29,0.25,-0.06,-0.06,0.01,101823.112
2022-10-03 7:2:44.6770,0.065,-0.103,-1.082,-0.06,-0.12,-0.25,-0.04,-0.05,0.01,101823.112
2022-10-03 7:2:44.6870,0.064,-0.089,-0.937,-0.32,-0.02,0.22,-0.04,-0.05,0.0,101823.112
2022-10-03 7:2:44.6970,0.063,-0.094,-1.023,-0.44,-0.12,-0.11,-0.05,-0.09,0.01,101823.112
2022-10-03 7:2:44.7070,0.028,-0.085,-0.984,-0.44,-0.12,-0.11,-0.04,-0.04,0.0,101823.112
2022-10-03 7:2:44.7170,0.006,-0.111,-0.964,0.09,0.0,-0.18,-0.06,-0.08,0.01,101823.112
2022-10-03 7:2:44.7260,0.0,-0.085,-1.046,0.09,0.0,-0.18,-0.03,-0.04,0.01,101823.112
2022-10-03 7:2:44.7360,0.004,-0.084,-0.988,0.26,-0.33,0.34,-0.04,-0.03,0.01,101823.112
2022-10-03 7:2:44.7460,0.05,-0.131,-1.001,0.26,-0.33,0.34,-0.03,-0.09,0.01,101823.112
2022-10-03 7:2:44.7560,0.028,-0.099,-0.998,-0.12,0.01,0.26,-0.05,-0.0,0.01,101823.112
2022-10-03 7:2:44.7660,0.041,-0.104,-0.996,-0.2,0.01,-0.22,-0.03,-0.09,0.01,101823.112
2022-10-03 7:2:44.7770,0.034,-0.118,-1.0,-0.2,0.01,-0.22,-0.04,-0.02,0.01,101823.112
2022-10-03 7:2:44.7860,0.036,-0.12,-0.953,-0.14,0.04,0.27,-0.04,-0.07,0.01,101823.112
2022-10-03 7:2:44.7970,0.044,-0.123,-1.003,-0.21,0.2,-0.04,-0.04,-0.04,0.01,101823.112
2022-10-03 7:2:44.8070,0.043,-0.12,-0.954,-0.21,0.2,-0.04,-0.04,-0.04,0.01,101823.112
2022-10-03 7:2:44.8170,0.042,-0.136,-0.972,-0.25,0.12,-0.19,-0.03,-0.07,0.01,101823.112
2022-10-03 7:2:44.8270,0.025,-0.131,-0.962,-0.25,0.27185817874968055,-0.22,-0.04,-0.05,0.01,101823.112
2022-10-03 7:2:44.8370,0.029,-0.138,-0.972,-0.06,0.35,-0.33,-0.04,-0.06,0.02,101823.112
2022-10-03 7:2:44.8470,0.032,-0.147,-0.997,-0.06,0.35,-0.33,-0.04,-0.06,0.02,101823.112
2022-10-03 7:2:44.8570,0.021,-0.148,-0.981,-0.19,0.38,-0.05,-0.04,-0.06,0.02,101823.112
2022-10-03 7:2:44.8650,0.014,-0.153,-0.999,-0.04,0.49,-0.07,-0.04,-0.05,0.02,101823.112
2022-10-03 7:2:44.8760,0.003,-0.149,-0.971,-0.04,0.49,-0.07,-0.05,-0.04,0.02,101823.112
2022-10-03 7:2:44.8850,0.008,-0.15,-0.99,0.11,0.49,-0.08,-0.05,-0.04,0.02,101823.112
2022-10-03 7:2:44.8970,0.014,-0.15,-0.971,0.09,0.49,-0.19,-0.05,-0.03,0.02,101823.112
2022-10-03 7:2:44.9060,0.018,-0.151,-0.973,-0.01,0.52,-0.24,-0.05,-0.03,0.02,101823.112
2022-10-03 7:2:44.9160,0.027,-0.155,-0.956,-0.01,0.52,-0.24,-0.04,-0.04,0.02,101823.112
2022-10-03 7:2:44.9250,0.027,-0.157,-0.96,-0.12,0.56,-0.26,-0.06,-0.04,0.02,101823.112
2022-10-03 7:2:44.9360,0.026,-0.159,-0.956,-0.12,0.56,-0.26,-0.05,-0.05,0.02,101823.112
2022-10-03 7:2:44.9460,0.017,-0.161,-0.954,-0.12,0.59,-0.49,-0.07,-0.04,0.02,101823.112
2022-10-03 7:2:44.9560,0.019,-0.162,-0.953,-0.03,0.64,-0.52,-0.06,-0.04,0.02,101823.112
2022-10-03 7:2:44.9650,0.022,-0.161,-0.956,-0.07,0.61,-0.39,-0.04,-0.03,0.03,101823.112
2022-10-03 7:2:44.9760,0.022,-0.169,-0.948,-0.07,0.61,-0.39,-0.07,-0.04,0.02,101823.112
2022-10-03 7:2:44.9860,0.022,-0.183,-0.957,-0.09,0.65,-0.43,-0.08,-0.04,0.03,101823.112
2022-10-03 7:2:44.9960,0.026,-0.191,-0.957,-0.1,0.8,-0.41,-0.07,-0.03,0.03,101823.112
2022-10-03 7:2:45.0060,0.029,-0.2,-0.973,-0.11,0.93,-0.41,-0.07,-0.04,0.03,101823.112
2022-10-03 7:2:45.0150,0.018,-0.194,-0.962,-0.11,1.07,-0.32,-0.07,-0.04,0.03,101823.112
2022-10-03 7:2:45.0250,-0.005,-0.183,-0.983,-0.11,1.07,-0.32,-0.08,-0.02,0.03,101823.112
2022-10-03 7:2:45.0350,-0.01,-0.184,-0.944,0.26,0.92,-0.51,-0.06,-0.02,0.03,101823.112
2022-10-03 7:2:45.0450,0.005,-0.178,-0.974,0.26,0.92,-0.51,-0.09,-0.01,0.03,101823.112
2022-10-03 7:2:45.0550,0.026,-0.168,-0.974,0.12,0.89,-0.16,-0.08,-0.03,0.03,101823.112
2022-10-03 7:2:45.0650,0.001,-0.161,-0.997,-0.07,0.82,-0.31,-0.08,-0.01,0.03,101823.112
2022-10-03 7:2:45.0750,-0.003,-0.171,-0.945,0.22,0.84,-0.39,-0.07,-0.01,0.02,101823.112
2022-10-03 7:2:45.0850,0.007,-0.131,-1.035,-0.08,0.34,-0.1,-0.07,-0.06,0.02,101823.112
2022-10-03 7:2:45.0950,-0.025,-0.171,-0.902,0.46,0.85,-0.12,-0.11,0.02,0.01,101823.112
2022-10-03 7:2:45.1050,0.026,-0.116,-1.03,0.46,0.85,-0.12,-0.1,-0.1,0.02,101823.112
2022-10-03 7:2:45.1150,0.007,-0.103,-1.001,-0.11,0.43,-0.55,-0.06,0.05,0.01,101823.112
2022-10-03 7:2:45.1250,0.058,-0.096,-0.993,0.08,0.23,0.52,-0.07,-0.1,0.02,101823.112
2022-10-03 7:2:45.1340,0.024,-0.1,-1.031,-0.37,0.07,-0.26,-0.06,0.03,0.03,101823.112
2022-10-03 7:2:45.1440,0.016,-0.115,-0.96,0.01,0.27,-0.09,-0.07,-0.02,0.03,101822.617
2022-10-03 7:2:45.1550,0.018,-0.164,-1.037,0.01,0.27,-0.09,-0.07,-0.04,0.03,101822.617
2022-10-03 7:2:45.1650,-0.033,-0.088,-1.021,-0.22,0.49,-0.03,-0.01,0.0,0.02,101822.617
2022-10-03 7:2:45.1740,-0.043,-0.171,-0.994,0.37,0.57,0.35,-0.11,-0.0,0.03,101822.617
2022-10-03 7:2:45.1830,0.062,-0.076,-1.009,-0.02,0.01,-0.5,-0.06,-0.01,0.02,101822.617
2022-10-03 7:2:45.1940,0.046,-0.155,-1.05,-0.02,0.01,-0.5,-0.0,0.03,0.02,101822.617
2022-10-03 7:2:45.2040,0.086,-0.104,-0.951,-0.43,0.44,-0.11,-0.05,0.0,0.01,101822.617
2022-10-03 7:2:45.2140,0.018,-0.114,-1.087,-0.83,0.62,0.41,-0.05,-0.04,0.02,101822.617
2022-10-03 7:2:45.2250,-0.012,-0.083,-1.007,0.65,0.01,0.76,-0.06,0.04,0.01,101822.617
2022-10-03 7:2:45.2340,0.016,-0.145,-1.078,-0.39,0.3,0.1,-0.03,-0.12,0.02,101822.617
2022-10-03 7:2:45.2440,-0.068,-0.096,-1.02,-0.39,0.3865742640942335,0.7339442628622055,0.02,0.19,0.01,101822.617
2022-10-03 7:2:45.2540,0.054,-0.097,-1.015,0.91,0.38,0.73,-0.04,-0.21,0.02,101822.617
2022-10-03 7:2:45.2640,-0.063,-0.13,-1.054,-0.22,-0.22,-0.3,-0.02,0.23,0.01,101822.617
2022-10-03 7:2:45.2740,0.01,-0.035,-1.006,0.27,0.65,0.92,-0.02,-0.16,0.01,101822.617
2022-10-03 7:2:45.2840,-0.037,-0.093,-1.136,-0.08,-0.05,1.67,0.01,0.12,0.01,101822.617
2022-10-03 7:2:45.2940,-0.075,-0.038,-0.958,-0.08,-0.05,1.67,0.05,0.06,0.01,101822.617
2022-10-03 7:2:45.3030,0.039,-0.081,-1.106,1.14,-0.31,-0.34,0.01,-0.08,0.0,101822.617
2022-10-03 7:2:45.3140,-0.039,-0.066,-1.018,0.19,0.06,0.53,0.03,0.17,-0.01,101822.617
2022-10-03 7:2:45.3240,0.005,-0.056,-0.997,0.19,0.06,0.53,0.03,0.17,-0.01,101822.617
2022-10-03 7:2:45.3330,0.004,-0.081,-1.076,0.36,-0.42,-0.17,0.02,0.11,-0.01,101822.617
2022-10-03 7:2:45.3440,-0.004,-0.047,-0.953,0.3,-0.21,-0.23,0.03,0.02,-0.01,101822.617
2022-10-03 7:2:45.3540,0.034,-0.046,-1.097,0.3,-0.21,-0.23,0.03,-0.0,-0.01,101822.617
2022-10-03 7:2:45.3630,-0.019,-0.05,-0.973,-0.19,-0.46,0.61,0.04,0.1,-0.02,101822.617
2022-10-03 7:2:45.3730,0.004,-0.027,-1.031,0.23,-0.54,-0.09,0.05,-0.02,-0.02,101822.617
2022-10-03 7:2:45.3830,-0.006,-0.05,-1.041,0.23,-0.54,-0.09,0.05,0.08,-0.02,101822.617
2022-10-03 7:2:45.3930,-0.004,-0.055,-0.966,0.11,-0.45,0.68,0.04,0.02,-0.02,101822.617
2022-10-03 7:2:45.4030,0.02,-0.063,-1.042,0.27,-0.31,-0.18,0.06,0.03,-0.02,101822.617
2022-10-03 7:2:45.4130,0.005,-0.064,-1.012,0.0,-0.27,0.12,0.05,0.05,-0.02,101822.617
2022-10-03 7:2:45.4230,0.008,-0.051,-1.018,0.13,-0.31,0.03,0.05,0.0,-0.02,101822.617
2022-10-03 7:2:45.4330,0.002,-0.038,-1.049,0.07,-0.46,0.55,0.06,0.05,-0.02,101822.617
2022-10-03 7:2:45.4430,0.004,-0.034,-0.984,0.21,-0.55,0.08,0.06,0.03,-0.03,101822.617
2022-10-03 7:2:45.4520,0.031,-0.032,-1.0,0.21,-0.55,0.08,0.07,0.01,-0.02,101822.617
2022-10-03 7:2:45.4620,0.014,-0.029,-0.975,-0.09,-0.55,-0.07,0.06,0.04,-0.03,101822.617
2022-10-03 7:2:45.4730,0.026,-0.034,-0.958,-0.03,-0.62,-0.02,0.05,0.0,-0.03,101822.617
2022-10-03 7:2:45.4820,0.029,-0.029,-0.983,0.0,-0.58,-0.43,0.05,0.02,-0.03,101822.617
2022-10-03 7:2:45.4920,0.029,-0.017,-0.965,-0.13,-0.6,-0.16,0.04,0.0,-0.03,101822.617
2022-10-03 7:2:45.5030,0.029,-0.003,-0.972,-0.09,-0.69,-0.26,0.04,-0.0,-0.03,101822.617
2022-10-03 7:2:45.5120,0.021,0.005,-0.971,-0.13,-0.85,-0.27,0.04,0.0,-0.03,101822.617
2022-10-03 7:2:45.5220,0.027,0.009,-0.968,-0.04,-0.94,-0.21,0.04,-0.03,-0.03,101822.617
2022-10-03 7:2:45.5320,0.015,0.008,-0.973,-0.06,-1.0,-0.31,0.04,-0.02,-0.03,101822.617
2022-10-03 7:2:45.5420,-0.002,0.009,-0.959,0.16,-1.01,-0.31,0.04,-0.03,-0.03,101822.617
2022-10-03 7:2:45.5520,-0.007,0.009,-0.963,0.22,-1.03,-0.37,0.03,-0.03,-0.03,101822.617
2022-10-03 7:2:45.5620,-0.018,0.013,-0.963,0.22,-1.03,-0.37,0.02,-0.02,-0.03,101822.617
2022-10-03 7:2:45.5720,-0.016,0.02,-0.967,0.32,-1.03,-0.29,0.02,-0.03,-0.03,101822.617
2022-10-03 7:2:45.5820,-0.01,0.02,-0.96,0.35,-1.13,-0.32,0.02,-0.02,-0.03,101822.617
2022-10-03 7:2:45.5920,0.007,0.019,-0.955,0.3,-1.14,-0.3,0.02,-0.03,-0.03,101822.617
2022-10-03 7:2:45.6020,0.018,0.016,-0.947,0.18,-1.14,-0.4,0.01,-0.04,-0.03,101822.617
2022-10-03 7:2:45.6120,0.012,0.015,-0.945,0.01,-1.12,-0.44,0.0,-0.03,-0.03,101822.617
2022-10-03 7:2:45.6220,0.009,0.017,-0.952,0.08,-1.11,-0.46,-0.0,-0.04,-0.03,101822.617
2022-10-03 7:2:45.6310,0.011,0.018,-0.954,0.07,-1.14,-0.41,-0.01,-0.03,-0.03,101822.617
2022-10-03 7:2:45.6410,0.025,0.011,-0.944,0.07,-1.14,-0.41,-0.01,-0.04,-0.03,101822.617
2022-10-03 7:2:45.6510,0.044,0.033,-0.973,-0.27,-1.23,-0.39,-0.01,-0.07,-0.03,101822.617
2022-10-03 7:2:45.6610,0.02,0.012,-0.939,-0.27,-1.23,-0.39,-0.01,-0.07,-0.03,101822.617
2022-10-03 7:2:45.6710,0.004,-0.008,-0.932,0.04,-0.98,-0.74,-0.03,-0.08,-0.03,101822.617
2022-10-03 7:2:45.6810,-0.046,0.011,-0.941,0.04,-0.98,-0.74,-0.017351027578115463,-0.02,-0.03,101822.617
2022-10-03 7:2:45.6910,-0.032,0.003,-0.95,0.4,-0.85,-0.55,-0.06,-0.06,-0.03,101822.617
2022-10-03 7:2:45.7010,-0.02,0.021,-0.961,0.33,-0.91,-0.57,-0.02,-0.03,-0.03,101822.617
2022-10-03 7:2:45.7110,-0.006,0.022,-0.956,0.33,-0.91,-0.57,-0.04,-0.05,-0.03,101822.617
2022-10-03 7:2:45.7210,-0.001,0.008,-0.949,0.23,-1.19,-0.1,-0.05,-0.06,-0.04,101822.617
2022-10-03 7:2:45.7310,0.0,0.013,-0.974,0.18,-1.02,-0.59,-0.04,-0.04,-0.04,101822.617
2022-10-03 7:2:45.7400,0.008,0.009,-0.954,0.07,-1.0,-0.23,-0.05,-0.07,-0.04,101822.617
2022-10-03 7:2:45.7510,-0.006,0.001,-0.976,0.13,-1.07,-0.36,-0.06,-0.05,-0.04,101822.617
2022-10-03 7:2:45.7610,-0.023,0.011,-0.961,0.02,-0.92,-0.25,-0.06,-0.05,-0.04,101822.617
2022-10-03 7:2:45.7710,-0.033,0.026,-0.985,0.35,-1.01,-0.33,-0.06,-0.05,-0.05,101822.617
2022-10-03 7:2:45.7810,-0.029,0.049,-0.992,0.37,-1.08,-0.21,-0.06,-0.04,-0.05,101822.617
2022-10-03 7:2:45.7900,-0.015,0.049,-0.975,0.43,-1.3,-0.01,-0.06,-0.07,-0.06,101822.617
2022-10-03 7:2:45.8010,-0.022,0.047,-0.988,0.3,-1.42,-0.2,-0.06,-0.04,-0.06,101822.617
